Date,Open,High,Low,Close,Adj Close,Volume
2023-11-29,190.89999389648438,192.08999633789062,188.97000122070312,189.3699951171875,188.8724822998047,43014200
2023-11-30,189.83999633789062,190.32000732421875,188.19000244140625,189.9499969482422,189.45095825195312,48794400
2023-12-01,190.3300018310547,191.55999755859375,189.22999572753906,191.24000549316406,190.73757934570312,45679300
2023-12-04,189.97999572753906,190.0500030517578,187.4499969482422,189.42999267578125,188.93231201171875,43389500
2023-12-05,190.2100067138672,194.39999389648438,190.17999267578125,193.4199981689453,192.91184997558594,66628400
2023-12-06,194.4499969482422,194.75999450683594,192.11000061035156,192.32000732421875,191.8147430419922,41089700
2023-12-07,193.6300048828125,195.0,193.58999633789062,194.27000427246094,193.75962829589844,47477700
2023-12-08,194.1999969482422,195.99000549316406,193.6699981689453,195.7100067138672,195.1958465576172,53377300
2023-12-11,193.11000061035156,193.49000549316406,191.4199981689453,193.17999267578125,192.6724853515625,60943700
2023-12-12,193.0800018310547,194.72000122070312,191.72000122070312,194.7100067138672,194.19847106933594,52696900
2023-12-13,195.08999633789062,198.0,194.85000610351562,197.9600067138672,197.43992614746094,70404200
2023-12-14,198.02000427246094,199.6199951171875,196.16000366210938,198.11000061035156,197.5895233154297,66831600
2023-12-15,197.52999877929688,198.39999389648438,197.0,197.57000732421875,197.0509490966797,128256700
2023-12-18,196.08999633789062,196.6300048828125,194.38999938964844,195.88999938964844,195.3753662109375,55751900
2023-12-19,196.16000366210938,196.9499969482422,195.88999938964844,196.94000244140625,196.422607421875,40714100
2023-12-20,196.89999389648438,197.67999267578125,194.8300018310547,194.8300018310547,194.31814575195312,52242800
2023-12-21,196.10000610351562,197.0800018310547,193.5,194.67999267578125,194.16851806640625,46482500
2023-12-22,195.17999267578125,195.41000366210938,192.97000122070312,193.60000610351562,193.0913848876953,37122800
2023-12-26,193.61000061035156,193.88999938964844,192.8300018310547,193.0500030517578,192.54281616210938,28919300
2023-12-27,192.49000549316406,193.5,191.08999633789062,193.14999389648438,192.64254760742188,48087700
2023-12-28,194.13999938964844,194.66000366210938,193.1699981689453,193.5800018310547,193.07142639160156,34049900
2023-12-29,193.89999389648438,194.39999389648438,191.72999572753906,192.52999877929688,192.02418518066406,42628800
2024-01-02,187.14999389648438,188.44000244140625,183.88999938964844,185.63999938964844,185.15228271484375,82488700
2024-01-03,184.22000122070312,185.8800048828125,183.42999267578125,184.25,183.76593017578125,58414500
2024-01-04,182.14999389648438,183.08999633789062,180.8800048828125,181.91000366210938,181.43209838867188,71983600
2024-01-05,181.99000549316406,182.75999450683594,180.1699981689453,181.17999267578125,180.70399475097656,62303300
2024-01-08,182.08999633789062,185.60000610351562,181.5,185.55999755859375,185.07249450683594,59144500
2024-01-09,183.9199981689453,185.14999389648438,182.72999572753906,185.13999938964844,184.65359497070312,42841800
2024-01-10,184.35000610351562,186.39999389648438,183.9199981689453,186.19000244140625,185.7008514404297,46792900
2024-01-11,186.5399932861328,187.0500030517578,183.6199951171875,185.58999633789062,185.1024169921875,49128400
2024-01-12,186.05999755859375,186.74000549316406,185.19000244140625,185.9199981689453,185.43154907226562,40444700
2024-01-16,182.16000366210938,184.25999450683594,180.92999267578125,183.6300048828125,183.14756774902344,65603000
2024-01-17,181.27000427246094,182.92999267578125,180.3000030517578,182.67999267578125,182.20005798339844,47317400
2024-01-18,186.08999633789062,189.13999938964844,185.8300018310547,188.6300048828125,188.13442993164062,78005800
2024-01-19,189.3300018310547,191.9499969482422,188.82000732421875,191.55999755859375,191.05673217773438,68741000
2024-01-22,192.3000030517578,195.3300018310547,192.25999450683594,193.88999938964844,193.38059997558594,60133900
2024-01-23,195.02000427246094,195.75,193.8300018310547,195.17999267578125,194.66722106933594,42355600
2024-01-24,195.4199981689453,196.3800048828125,194.33999633789062,194.5,193.98899841308594,53631300
2024-01-25,195.22000122070312,196.27000427246094,193.11000061035156,194.1699981689453,193.65988159179688,54822100
2024-01-26,194.27000427246094,194.75999450683594,191.94000244140625,192.4199981689453,191.9144744873047,44594000
2024-01-29,192.00999450683594,192.1999969482422,189.5800018310547,191.72999572753906,191.2262725830078,47145600
2024-01-30,190.94000244140625,191.8000030517578,187.47000122070312,188.0399932861328,187.5459747314453,55859400
2024-01-31,187.0399932861328,187.10000610351562,184.35000610351562,184.39999389648438,183.91554260253906,55467800
2024-02-01,183.99000549316406,186.9499969482422,183.82000732421875,186.86000061035156,186.3690948486328,64885400
2024-02-02,179.86000061035156,187.3300018310547,179.25,185.85000610351562,185.3617401123047,102518000
2024-02-05,188.14999389648438,189.25,185.83999633789062,187.67999267578125,187.18692016601562,69668800
2024-02-06,186.86000061035156,189.30999755859375,186.77000427246094,189.3000030517578,188.80267333984375,43490800
2024-02-07,190.63999938964844,191.0500030517578,188.61000061035156,189.41000366210938,188.91238403320312,53439000
2024-02-08,189.38999938964844,189.5399932861328,187.35000610351562,188.32000732421875,187.82525634765625,40962000
2024-02-09,188.64999389648438,189.99000549316406,188.0,188.85000610351562,188.59420776367188,45155200
2024-02-12,188.4199981689453,188.6699981689453,186.7899932861328,187.14999389648438,186.89649963378906,41781900
2024-02-13,185.77000427246094,186.2100067138672,183.50999450683594,185.0399932861328,184.7893524169922,56529500
2024-02-14,185.32000732421875,185.52999877929688,182.44000244140625,184.14999389648438,183.9005584716797,54630500
2024-02-15,183.5500030517578,184.49000549316406,181.35000610351562,183.86000061035156,183.6109619140625,65434500
2024-02-16,183.4199981689453,184.85000610351562,181.6699981689453,182.30999755859375,182.06304931640625,49701400
2024-02-20,181.7899932861328,182.42999267578125,180.0,181.55999755859375,181.31407165527344,53665600
2024-02-21,181.94000244140625,182.88999938964844,180.66000366210938,182.32000732421875,182.07305908203125,41529700
2024-02-22,183.47999572753906,184.9600067138672,182.4600067138672,184.3699951171875,184.12026977539062,52292200
2024-02-23,185.00999450683594,185.0399932861328,182.22999572753906,182.52000427246094,182.2727813720703,45119700
2024-02-26,182.24000549316406,182.75999450683594,180.64999389648438,181.16000366210938,180.9146270751953,40867400
2024-02-27,181.10000610351562,183.9199981689453,179.55999755859375,182.6300048828125,182.38262939453125,54318900
2024-02-28,182.50999450683594,183.1199951171875,180.1300048828125,181.4199981689453,181.17425537109375,48953900
2024-02-29,181.27000427246094,182.57000732421875,179.52999877929688,180.75,180.5051727294922,136682600
2024-03-01,179.5500030517578,180.52999877929688,177.3800048828125,179.66000366210938,179.41665649414062,73488000
2024-03-04,176.14999389648438,176.89999389648438,173.7899932861328,175.10000610351562,174.86282348632812,81510100
2024-03-05,170.75999450683594,172.0399932861328,169.6199951171875,170.1199951171875,169.8895721435547,95132400
2024-03-06,171.05999755859375,171.24000549316406,168.67999267578125,169.1199951171875,168.8909149169922,68587700
2024-03-07,169.14999389648438,170.72999572753906,168.49000549316406,169.0,168.77108764648438,71765100
2024-03-08,169.0,173.6999969482422,168.94000244140625,170.72999572753906,170.4987335205078,76114600
2024-03-11,172.94000244140625,174.3800048828125,172.0500030517578,172.75,172.51600646972656,60139500
2024-03-12,173.14999389648438,174.02999877929688,171.00999450683594,173.22999572753906,172.99534606933594,59825400
2024-03-13,172.77000427246094,173.19000244140625,170.75999450683594,171.1300048828125,170.89820861816406,52488700
2024-03-14,172.91000366210938,174.30999755859375,172.0500030517578,173.0,172.7656707763672,72913500
2024-03-15,171.1699981689453,172.6199951171875,170.2899932861328,172.6199951171875,172.3861846923828,121664700
2024-03-18,175.57000732421875,177.7100067138672,173.52000427246094,173.72000122070312,173.4846954345703,75604200
2024-03-19,174.33999633789062,176.61000061035156,173.02999877929688,176.0800018310547,175.84149169921875,55215200
2024-03-20,175.72000122070312,178.6699981689453,175.08999633789062,178.6699981689453,178.42799377441406,53423100
2024-03-21,177.0500030517578,177.49000549316406,170.83999633789062,171.3699951171875,171.13787841796875,106181300
2024-03-22,171.75999450683594,173.0500030517578,170.05999755859375,172.27999877929688,172.04664611816406,71106600
2024-03-25,170.57000732421875,171.94000244140625,169.4499969482422,170.85000610351562,170.61859130859375,54288300
2024-03-26,170.0,171.4199981689453,169.5800018310547,169.7100067138672,169.48013305664062,57388400
2024-03-27,170.41000366210938,173.60000610351562,170.11000061035156,173.30999755859375,173.0752410888672,60273300
2024-03-28,171.75,172.22999572753906,170.50999450683594,171.47999572753906,171.2477264404297,65672700
2024-04-01,171.19000244140625,171.25,169.47999572753906,170.02999877929688,169.79969787597656,46240500
2024-04-02,169.0800018310547,169.33999633789062,168.22999572753906,168.83999633789062,168.61129760742188,49329500
2024-04-03,168.7899932861328,170.67999267578125,168.5800018310547,169.64999389648438,169.42019653320312,47691700
2024-04-04,170.2899932861328,171.9199981689453,168.82000732421875,168.82000732421875,168.59133911132812,53704400
2024-04-05,169.58999633789062,170.38999938964844,168.9499969482422,169.5800018310547,169.3502960205078,42055200
2024-04-08,169.02999877929688,169.1999969482422,168.24000549316406,168.4499969482422,168.22183227539062,37425500
2024-04-09,168.6999969482422,170.0800018310547,168.35000610351562,169.6699981689453,169.44017028808594,42451200
2024-04-10,168.8000030517578,169.08999633789062,167.11000061035156,167.77999877929688,167.552734375,49709300
2024-04-11,168.33999633789062,175.4600067138672,168.16000366210938,175.0399932861328,174.8029022216797,91070300
2024-04-12,174.25999450683594,178.36000061035156,174.2100067138672,176.5500030517578,176.3108673095703,101593300
2024-04-15,175.36000061035156,176.6300048828125,172.5,172.69000244140625,172.45608520507812,73531800
2024-04-16,171.75,173.75999450683594,168.27000427246094,169.3800048828125,169.15057373046875,73711200
2024-04-17,169.61000061035156,170.64999389648438,168.0,168.0,167.77244567871094,50901200
2024-04-18,168.02999877929688,168.63999938964844,166.5500030517578,167.0399932861328,166.81373596191406,43122900
2024-04-19,166.2100067138672,166.39999389648438,164.0800018310547,165.0,164.77650451660156,67772100
2024-04-22,165.52000427246094,167.25999450683594,164.77000427246094,165.83999633789062,165.6153564453125,48116400
2024-04-23,165.35000610351562,167.0500030517578,164.9199981689453,166.89999389648438,166.67391967773438,49537800
2024-04-24,166.5399932861328,169.3000030517578,166.2100067138672,169.02000427246094,168.7910614013672,48251800
2024-04-25,169.52999877929688,170.61000061035156,168.14999389648438,169.88999938964844,169.65988159179688,50558300
2024-04-26,169.8800048828125,171.33999633789062,169.17999267578125,169.3000030517578,169.0706787109375,44838400
2024-04-29,173.3699951171875,176.02999877929688,173.10000610351562,173.5,173.26498413085938,68169400
2024-04-30,173.3300018310547,174.99000549316406,170.0,170.3300018310547,170.0992889404297,65934800
2024-05-01,169.5800018310547,172.7100067138672,169.11000061035156,169.3000030517578,169.0706787109375,50383100
2024-05-02,172.50999450683594,173.4199981689453,170.88999938964844,173.02999877929688,172.79562377929688,94214900
2024-05-03,186.64999389648438,187.0,182.66000366210938,183.3800048828125,183.13160705566406,163224100
2024-05-06,182.35000610351562,184.1999969482422,180.4199981689453,181.7100067138672,181.46388244628906,78569700
2024-05-07,183.4499969482422,184.89999389648438,181.32000732421875,182.39999389648438,182.15292358398438,77305800
2024-05-08,182.85000610351562,183.07000732421875,181.4499969482422,182.74000549316406,182.4924774169922,45057100
2024-05-09,182.55999755859375,184.66000366210938,182.11000061035156,184.57000732421875,184.32000732421875,48983000
2024-05-10,184.89999389648438,185.08999633789062,182.1300048828125,183.0500030517578,183.0500030517578,50759500
2024-05-13,185.44000244140625,187.10000610351562,184.6199951171875,186.27999877929688,186.27999877929688,72044800
2024-05-14,187.50999450683594,188.3000030517578,186.2899932861328,187.42999267578125,187.42999267578125,52393600
2024-05-15,187.91000366210938,190.64999389648438,187.3699951171875,189.72000122070312,189.72000122070312,70400000
2024-05-16,190.47000122070312,191.10000610351562,189.66000366210938,189.83999633789062,189.83999633789062,52845200
2024-05-17,189.50999450683594,190.80999755859375,189.17999267578125,189.8699951171875,189.8699951171875,41282900
2024-05-20,189.3300018310547,191.9199981689453,189.00999450683594,191.0399932861328,191.0399932861328,44361300
2024-05-21,191.08999633789062,192.72999572753906,190.9199981689453,192.35000610351562,192.35000610351562,42309400
2024-05-22,192.27000427246094,192.82000732421875,190.27000427246094,190.89999389648438,190.89999389648438,34648500
2024-05-23,190.97999572753906,191.0,186.6300048828125,186.8800048828125,186.8800048828125,51005900
2024-05-24,188.82000732421875,190.5800018310547,188.0399932861328,189.97999572753906,189.97999572753906,36294600
2024-05-28,191.50999450683594,193.0,189.10000610351562,189.99000549316406,189.99000549316406,52280100
2024-05-29,189.61000061035156,192.25,189.50999450683594,190.2899932861328,190.2899932861328,53068000
2024-05-30,190.75999450683594,192.17999267578125,190.6300048828125,191.2899932861328,191.2899932861328,49947900
2024-05-31,191.44000244140625,192.57000732421875,189.91000366210938,192.25,192.25,75158300
2024-06-03,192.89999389648438,194.99000549316406,192.52000427246094,194.02999877929688,194.02999877929688,50080500
2024-06-04,194.63999938964844,195.32000732421875,193.02999877929688,194.35000610351562,194.35000610351562,47471400
2024-06-05,195.39999389648438,196.89999389648438,194.8699951171875,195.8699951171875,195.8699951171875,54156800
2024-06-06,195.69000244140625,196.5,194.1699981689453,194.47999572753906,194.47999572753906,41181800
2024-06-07,194.64999389648438,196.94000244140625,194.13999938964844,196.88999938964844,196.88999938964844,53103900
2024-06-10,196.89999389648438,197.3000030517578,192.14999389648438,193.1199951171875,193.1199951171875,97262100
2024-06-11,193.64999389648438,207.16000366210938,193.6300048828125,207.14999389648438,207.14999389648438,172373300
2024-06-12,207.3699951171875,220.1999969482422,206.89999389648438,213.07000732421875,213.07000732421875,198134300
2024-06-13,214.74000549316406,216.75,211.60000610351562,214.24000549316406,214.24000549316406,97862700
2024-06-14,213.85000610351562,215.1699981689453,211.3000030517578,212.49000549316406,212.49000549316406,70122700
2024-06-17,213.3699951171875,218.9499969482422,212.72000122070312,216.6699981689453,216.6699981689453,93728300
2024-06-18,217.58999633789062,218.6300048828125,213.0,214.2899932861328,214.2899932861328,79943300
2024-06-20,213.92999267578125,214.24000549316406,208.85000610351562,209.67999267578125,209.67999267578125,86172500
2024-06-21,210.38999938964844,211.88999938964844,207.11000061035156,207.49000549316406,207.49000549316406,241805100
